date,pig,path,weight,area
23/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-23_20_area48294.9959636104_.jpg,26.1,48294.995
23/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-23_46_area56627.23954772903_.jpg,26.1,56627.239
25/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-25_38_area58553.59774059559_.jpg,27.1,58553.597
25/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-25_39_area59044.94338048203_.jpg,27.1,59044.943
27/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-27_30_area53818.36094002968_.jpg,29.0,53818.36
27/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-27_32_area59051.35200036226_.jpg,29.0,59051.352
27/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-27_50_area53832.354416507376_.jpg,29.0,53832.354
30/08/2021,10,./imagenes/derechos/C2/C2_10_2021-08-30_56_area50876.708448905716_.jpg,32.5,50876.708
3/09/2021,10,./imagenes/derechos/C2/C2_10_2021-09-03_31_area52194.059793447224_.jpg,34.0,52194.059
28/07/2021,1,./imagenes/derechos/C2/C2_1_2021-07-28_52_area29000.470581076857_.jpg,7.7,29000.47
2/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-02_135_area30938.97411684849_.jpg,11.7,30938.974
2/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-02_32_area34005.65634372894_.jpg,11.7,34005.656
2/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-02_69_area29794.297360032113_.jpg,11.7,29794.297
4/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-04_41_area26771.264522556674_.jpg,12.4,26771.264
9/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-09_41_area38773.44244268152_.jpg,14.5,38773.442
11/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-11_44_area34438.04307916965_.jpg,15.5,34438.043
11/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-11_45_area31403.452855556196_.jpg,15.5,31403.452
13/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-13_58_area42264.30500985991_.jpg,16.5,42264.305
13/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-13_64_area41950.58997692664_.jpg,16.5,41950.589
20/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-20_14_area43684.16249134447_.jpg,20.8,43684.162
20/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-20_21_area47473.19290418673_.jpg,20.8,47473.192
20/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-20_24_area46352.92190883264_.jpg,20.8,46352.921
23/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-23_23_area55455.90042626648_.jpg,23.2,55455.9
25/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-25_33_area44702.34062735327_.jpg,24.4,44702.34
27/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-27_37_area56147.85271230623_.jpg,25.6,56147.852
30/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-30_31_area47807.293701780516_.jpg,28.4,47807.293
30/08/2021,1,./imagenes/derechos/C2/C2_1_2021-08-30_35_area56153.31202645052_.jpg,28.4,56153.312
3/09/2021,1,./imagenes/derechos/C2/C2_1_2021-09-03_38_area54875.65923717809_.jpg,31.0,54875.659
3/09/2021,1,./imagenes/derechos/C2/C2_1_2021-09-03_50_area59326.12534837847_.jpg,31.0,59326.125
30/07/2021,2,./imagenes/derechos/C2/C2_2_2021-07-30_50_area31453.417341452878_.jpg,10.5,31453.417
30/07/2021,2,./imagenes/derechos/C2/C2_2_2021-07-30_57_area28182.700488589366_.jpg,10.5,28182.7
2/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-02_188_area35118.431745280104_.jpg,13.0,35118.431
2/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-02_43_area34253.242367856314_.jpg,13.0,34253.242
2/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-02_87_area29037.75538334173_.jpg,13.0,29037.755
4/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-04_37_area27191.207729002002_.jpg,13.4,27191.207
4/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-04_46_area28989.40815413508_.jpg,13.4,28989.408
6/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-06_50_area35332.03991546527_.jpg,14.2,35332.039
6/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-06_55_area34344.88930338733_.jpg,14.2,34344.889
6/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-06_56_area42070.90485398267_.jpg,14.2,42070.904
6/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-06_61_area37475.64402065897_.jpg,14.2,37475.644
9/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-09_21_area28760.22448431673_.jpg,16.7,28760.224
9/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-09_24_area28502.450231591687_.jpg,16.7,28502.45
9/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-09_31_area32625.603718425533_.jpg,16.7,32625.603
9/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-09_38_area37543.54192023573_.jpg,16.7,37543.541
9/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-09_44_area37644.47590189362_.jpg,16.7,37644.475
9/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-09_51_area38682.89931559017_.jpg,16.7,38682.899
9/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-09_55_area39652.344230867544_.jpg,16.7,39652.344
11/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-11_32_area46671.82533176771_.jpg,18.0,46671.825
11/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-11_39_area47466.93254809434_.jpg,18.0,47466.932
11/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-11_42_area40027.58449997783_.jpg,18.0,40027.584
11/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-11_52_area44026.09269346072_.jpg,18.0,44026.092
11/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-11_55_area37168.78830163913_.jpg,18.0,37168.788
13/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-13_44_area40778.6299999088_.jpg,19.1,40778.629
13/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-13_51_area43651.60013036752_.jpg,19.1,43651.6
13/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-13_52_area55316.333407385886_.jpg,19.1,55316.333
18/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-18_28_area48564.346280261205_.jpg,22.1,48564.346
18/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-18_35_area54810.555845047806_.jpg,22.1,54810.555
20/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-20_33_area53983.42534898843_.jpg,24.7,53983.425
20/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-20_36_area55158.41150087305_.jpg,24.7,55158.411
20/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-20_67_area53948.89367653609_.jpg,24.7,53948.893
23/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-23_38_area54492.066671486566_.jpg,26.8,54492.066
25/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-25_49_area51848.66551078504_.jpg,28.8,51848.665
27/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-27_39_area54777.106278125_.jpg,29.9,54777.106
30/08/2021,2,./imagenes/derechos/C2/C2_2_2021-08-30_38_area59007.06946276047_.jpg,34.4,59007.069
1/09/2021,2,./imagenes/derechos/C2/C2_2_2021-09-01_48_area57424.03836673457_.jpg,35.1,57424.038
28/07/2021,3,./imagenes/derechos/C2/C2_3_2021-07-28_57_area28839.363806843583_.jpg,8.2,28839.363
28/07/2021,3,./imagenes/derechos/C2/C2_3_2021-07-28_58_area27862.552582489134_.jpg,8.2,27862.552
30/07/2021,3,./imagenes/derechos/C2/C2_3_2021-07-30_55_area27901.637749803213_.jpg,10.1,27901.637
30/07/2021,3,./imagenes/derechos/C2/C2_3_2021-07-30_63_area31917.222777084313_.jpg,10.1,31917.222
30/07/2021,3,./imagenes/derechos/C2/C2_3_2021-07-30_71_area29199.640378915938_.jpg,10.1,29199.64
2/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-02_44_area31450.884294034455_.jpg,12.0,31450.884
2/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-02_99_area27586.854244922793_.jpg,12.0,27586.854
4/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-04_49_area25969.784339003792_.jpg,13.2,25969.784
4/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-04_53_area27302.854963365822_.jpg,13.2,27302.854
6/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-06_50_area39745.32553316933_.jpg,14.2,39745.325
6/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-06_64_area38282.24310440712_.jpg,14.2,38282.243
6/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-06_73_area37191.195752137304_.jpg,14.2,37191.195
9/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-09_31_area34250.3517959269_.jpg,15.9,34250.351
9/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-09_35_area33519.015840648986_.jpg,15.9,33519.015
9/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-09_35_area33904.4596775983_.jpg,15.9,33904.459
9/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-09_39_area39522.166543243686_.jpg,15.9,39522.166
9/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-09_40_area43858.31846303_.jpg,15.9,43858.318
9/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-09_42_area40316.24468274273_.jpg,15.9,40316.244
9/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-09_51_area41785.76015600173_.jpg,15.9,41785.76
11/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-11_33_area37672.4494679318_.jpg,15.4,37672.449
11/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-11_45_area36888.62515368225_.jpg,15.4,36888.625
11/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-11_50_area40941.915373145835_.jpg,15.4,40941.915
11/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-11_53_area42744.6741834218_.jpg,15.4,42744.674
13/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-13_42_area34381.868347073665_.jpg,18.2,34381.868
13/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-13_55_area49949.58331910362_.jpg,18.2,49949.583
13/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-13_56_area45409.741319740664_.jpg,18.2,45409.741
13/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-13_60_area48899.00009589877_.jpg,18.2,48899.0
18/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-18_51_area54631.38286375613_.jpg,20.9,54631.382
18/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-18_59_area50412.064711755425_.jpg,20.9,50412.064
20/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-20_31_area54597.35876265637_.jpg,23.1,54597.358
23/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-23_31_area55306.03896312587_.jpg,25.0,55306.038
23/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-23_42_area56916.92351616425_.jpg,25.0,56916.923
25/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-25_38_area58167.45660538848_.jpg,27.6,58167.456
25/08/2021,3,./imagenes/derechos/C2/C2_3_2021-08-25_47_area59545.53626523242_.jpg,27.6,59545.536
30/07/2021,4,./imagenes/derechos/C2/C2_4_2021-07-30_54_area25307.474027559358_.jpg,9.7,25307.474
30/07/2021,4,./imagenes/derechos/C2/C2_4_2021-07-30_54_area28365.868287275698_.jpg,9.7,28365.868
30/07/2021,4,./imagenes/derechos/C2/C2_4_2021-07-30_67_area26487.61104246731_.jpg,9.7,26487.611
2/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-02_33_area27481.0181772861_.jpg,12.6,27481.018
2/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-02_33_area34786.43943427531_.jpg,12.6,34786.439
4/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-04_41_area25279.00753491941_.jpg,13.5,25279.007
4/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-04_42_area29927.411292897952_.jpg,13.5,29927.411
4/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-04_46_area30358.307760999138_.jpg,13.5,30358.307
4/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-04_46_area30923.77304599595_.jpg,13.5,30923.773
4/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-04_49_area29413.816142350042_.jpg,13.5,29413.816
6/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-06_42_area26652.56993475183_.jpg,15.0,26652.569
6/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-06_52_area29220.177534279468_.jpg,15.0,29220.177
9/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-09_30_area34676.819527136504_.jpg,16.0,34676.819
9/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-09_45_area36200.809414613264_.jpg,16.0,36200.809
11/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-11_57_area35116.83565420661_.jpg,16.2,35116.835
11/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-11_57_area39612.559617679624_.jpg,16.2,39612.559
13/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-13_53_area41236.535101468486_.jpg,19.1,41236.535
13/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-13_56_area41365.73337576062_.jpg,19.1,41365.733
18/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-18_53_area44213.277308893346_.jpg,22.9,44213.277
18/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-18_58_area40220.55428167134_.jpg,22.9,40220.554
18/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-18_59_area42484.231040574174_.jpg,22.9,42484.231
18/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-18_61_area50349.45426608597_.jpg,22.9,50349.454
20/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-20_13_area37109.10062238115_.jpg,24.8,37109.1
20/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-20_24_area48025.311285241834_.jpg,24.8,48025.311
20/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-20_28_area45258.20543405564_.jpg,24.8,45258.205
20/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-20_68_area51411.45444630334_.jpg,24.8,51411.454
23/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-23_26_area52655.57270925321_.jpg,27.0,52655.572
23/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-23_32_area44161.12145390085_.jpg,27.0,44161.121
23/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-23_35_area54447.33719488579_.jpg,27.0,54447.337
23/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-23_49_area59026.26809817379_.jpg,27.0,59026.268
25/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-25_21_area44525.858269793825_.jpg,28.9,44525.858
25/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-25_35_area50711.31512241298_.jpg,28.9,50711.315
25/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-25_53_area55957.75123376722_.jpg,28.9,55957.751
27/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-27_29_area52638.545060381366_.jpg,30.4,52638.545
27/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-27_34_area54250.738520959334_.jpg,30.4,54250.738
27/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-27_37_area51040.32813346719_.jpg,30.4,51040.328
27/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-27_39_area47759.043444461364_.jpg,30.4,47759.043
30/08/2021,4,./imagenes/derechos/C2/C2_4_2021-08-30_29_area56186.00190942059_.jpg,32.6,56186.001
3/09/2021,4,./imagenes/derechos/C2/C2_4_2021-09-03_32_area53356.59263096136_.jpg,37.0,53356.592
30/07/2021,5,./imagenes/derechos/C2/C2_5_2021-07-30_47_area27214.20008988498_.jpg,9.5,27214.2
30/07/2021,5,./imagenes/derechos/C2/C2_5_2021-07-30_64_area26144.473529993895_.jpg,9.5,26144.473
2/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-02_124_area26531.011926067244_.jpg,12.0,26531.011
2/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-02_42_area25666.982616868212_.jpg,12.0,25666.982
2/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-02_71_area25008.480189371923_.jpg,12.0,25008.48
2/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-02_71_area28138.56246047101_.jpg,12.0,28138.562
2/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-02_91_area28985.97429009478_.jpg,12.0,28985.974
6/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-06_43_area35415.13937125404_.jpg,13.6,35415.139
6/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-06_50_area34234.91031661302_.jpg,13.6,34234.91
9/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-09_24_area28502.450231591687_.jpg,14.5,28502.45
9/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-09_25_area35249.287925520825_.jpg,14.5,35249.287
9/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-09_32_area36985.8025707058_.jpg,14.5,36985.802
9/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-09_37_area35801.049569207586_.jpg,14.5,35801.049
11/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-11_57_area43024.351672693076_.jpg,13.6,43024.351
11/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-11_59_area37007.47439294364_.jpg,13.6,37007.474
11/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-11_61_area38005.787449709554_.jpg,13.6,38005.787
11/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-11_66_area37222.469104045755_.jpg,13.6,37222.469
13/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-13_42_area35517.37896819936_.jpg,15.4,35517.378
13/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-13_46_area42695.37024736231_.jpg,15.4,42695.37
13/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-13_50_area39059.090093865_.jpg,15.4,39059.09
13/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-13_56_area35798.721410307866_.jpg,15.4,35798.721
13/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-13_86_area41303.04538815861_.jpg,15.4,41303.045
18/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-18_37_area50564.573407070355_.jpg,17.9,50564.573
18/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-18_42_area44277.42872283278_.jpg,17.9,44277.428
18/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-18_44_area47574.416712142964_.jpg,17.9,47574.416
18/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-18_55_area47887.973441336464_.jpg,17.9,47887.973
20/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-20_30_area47050.63971206338_.jpg,21.3,47050.639
20/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-20_71_area49812.475934024755_.jpg,21.3,49812.475
23/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-23_25_area48769.0944346909_.jpg,23.0,48769.094
23/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-23_44_area52333.219334750036_.jpg,23.0,52333.219
23/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-23_46_area47953.80582882762_.jpg,23.0,47953.805
25/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-25_29_area57103.834553332956_.jpg,24.1,57103.834
25/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-25_38_area51748.17875102303_.jpg,24.1,51748.178
27/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-27_25_area51205.58555114028_.jpg,25.3,51205.585
27/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-27_28_area54637.930813827494_.jpg,25.3,54637.93
27/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-27_48_area59484.725458561545_.jpg,25.3,59484.725
30/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-30_36_area48861.478481578364_.jpg,27.6,48861.478
30/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-30_38_area56469.5777184661_.jpg,27.6,56469.577
30/08/2021,5,./imagenes/derechos/C2/C2_5_2021-08-30_45_area51647.15576499178_.jpg,27.6,51647.155
1/09/2021,5,./imagenes/derechos/C2/C2_5_2021-09-01_33_area53648.71322678026_.jpg,28.8,53648.713
3/09/2021,5,./imagenes/derechos/C2/C2_5_2021-09-03_24_area59834.13198757019_.jpg,32.5,59834.131
30/07/2021,6,./imagenes/derechos/C2/C2_6_2021-07-30_58_area26890.160889481678_.jpg,9.9,26890.16
2/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-02_196_area26706.606932537594_.jpg,11.3,26706.606
2/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-02_53_area28655.39428175568_.jpg,11.3,28655.394
2/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-02_65_area34466.852826611495_.jpg,11.3,34466.852
4/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-04_41_area30748.460390177974_.jpg,12.1,30748.46
4/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-04_46_area31680.434593446138_.jpg,12.1,31680.434
4/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-04_46_area33611.504358908904_.jpg,12.1,33611.504
4/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-04_50_area25706.852651139838_.jpg,12.1,25706.852
6/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-06_37_area32348.701958509646_.jpg,14.5,32348.701
6/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-06_41_area30882.95009567534_.jpg,14.5,30882.95
6/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-06_50_area37535.40442232771_.jpg,14.5,37535.404
9/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-09_25_area36374.43148646283_.jpg,15.5,36374.431
9/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-09_26_area31469.90651416282_.jpg,15.5,31469.906
9/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-09_27_area33629.151537695645_.jpg,15.5,33629.151
9/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-09_30_area31234.39381725909_.jpg,15.5,31234.393
9/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-09_33_area37628.63573252337_.jpg,15.5,37628.635
9/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-09_48_area37975.70486888045_.jpg,15.5,37975.704
11/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-11_43_area33407.62632652132_.jpg,15.2,33407.626
11/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-11_53_area44708.49521050255_.jpg,15.2,44708.495
11/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-11_54_area38591.18594182877_.jpg,15.2,38591.185
11/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-11_56_area43587.76954496208_.jpg,15.2,43587.769
11/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-11_56_area47439.69555445602_.jpg,15.2,47439.695
13/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-13_53_area31490.904297407476_.jpg,16.2,31490.904
13/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-13_54_area45960.92478680426_.jpg,16.2,45960.924
13/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-13_66_area40129.49943340683_.jpg,16.2,40129.499
18/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-18_45_area42394.03673402915_.jpg,18.8,42394.036
18/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-18_50_area41990.42539686044_.jpg,18.8,41990.425
18/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-18_50_area49391.95006298692_.jpg,18.8,49391.95
18/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-18_58_area49502.761676009715_.jpg,18.8,49502.761
20/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-20_23_area37237.47809084127_.jpg,20.7,37237.478
20/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-20_26_area48090.685087907674_.jpg,20.7,48090.685
23/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-23_26_area51285.38413018966_.jpg,22.8,51285.384
23/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-23_29_area39072.81567995601_.jpg,22.8,39072.815
23/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-23_43_area50625.078087789574_.jpg,22.8,50625.078
23/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-23_44_area50747.92349416015_.jpg,22.8,50747.923
25/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-25_35_area51255.158987325536_.jpg,25.3,51255.158
25/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-25_37_area51874.94089914112_.jpg,25.3,51874.94
25/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-25_48_area57529.51975497609_.jpg,25.3,57529.519
27/08/2021,6,./imagenes/derechos/C2/C2_6_2021-08-27_31_area42605.34991992671_.jpg,26.2,42605.349
